2010-09-04 00:02:00,73.9,73.0,29.36,West,267,0.0,0.0,97,0.00,,-RA,0.00,VWS V14.00,
2010-09-04 00:03:00,73.9,73.0,29.36,West,267,0.0,0.0,97,0.00,,-RA,0.00,VWS V14.00,
2010-09-04 00:08:00,73.9,73.0,29.35,West,267,0.0,0.0,97,0.00,,-RA,0.00,VWS V14.00,
2010-09-04 00:13:00,73.8,72.9,29.35,SSW,211,0.0,0.0,97,0.00,,-RA,0.00,VWS V14.00,
2010-09-04 00:18:00,73.8,72.9,29.35,SSW,211,0.0,0.0,97,0.00,,-RA,0.00,VWS V14.00,
2010-09-04 00:23:00,73.7,72.8,29.34,SSW,210,0.0,0.0,97,0.00,,-RA,0.00,VWS V14.00,
2010-09-04 00:28:00,73.6,72.7,29.34,SSW,211,0.0,0.0,97,0.00,,-RA,0.00,VWS V14.00,
2010-09-04 00:33:00,73.6,72.7,29.34,SSW,202,0.0,0.0,97,0.00,,-RA,0.00,VWS V14.00,
2010-09-04 00:38:00,73.6,72.7,29.35,SSW,202,0.0,1.0,97,0.00,,-RA,0.00,VWS V14.00,
2010-09-04 00:43:00,73.5,72.6,29.35,SSW,192,0.0,0.0,97,0.00,,-RA,0.00,VWS V14.00,
2010-09-04 00:48:00,73.5,72.6,29.34,WNW,287,0.0,2.0,97,0.00,,-RA,0.01,VWS V14.00,
2010-09-04 00:53:00,73.5,72.6,29.33,WNW,284,0.0,0.0,97,0.11,,-RA,0.02,VWS V14.00,
2010-09-04 00:58:00,73.5,72.6,29.33,WNW,283,0.0,0.0,97,0.09,,-RA,0.02,VWS V14.00,
2010-09-04 01:03:00,73.5,72.6,29.33,WNW,283,0.0,1.0,97,0.05,,-RA,0.02,VWS V14.00,
2010-09-04 01:08:00,73.5,72.6,29.33,WNW,284,0.0,0.0,97,0.04,,-RA,0.02,VWS V14.00,
2010-09-04 01:13:00,73.4,72.5,29.33,WNW,284,0.0,0.0,97,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 01:18:00,73.5,72.6,29.32,SE,146,0.0,2.0,97,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 01:23:00,73.5,72.6,29.32,SE,146,0.0,0.0,97,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 01:28:00,73.4,72.5,29.32,SE,146,0.0,1.0,97,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 01:33:00,73.4,72.5,29.32,SE,146,0.0,1.0,97,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 01:38:00,73.4,72.5,29.32,SE,146,0.0,0.0,97,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 01:43:00,73.4,72.5,29.31,SE,146,0.0,0.0,97,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 01:48:00,73.3,72.4,29.31,WSW,256,1.0,1.0,97,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 01:53:00,73.3,72.4,29.30,WSW,256,0.0,0.0,97,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 01:58:00,73.3,72.7,29.30,WSW,256,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 02:03:00,73.3,72.7,29.31,WSW,256,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 02:08:00,73.2,72.6,29.31,WSW,256,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 02:13:00,73.2,72.6,29.30,WSW,256,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 02:18:00,73.1,72.5,29.30,WSW,256,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 02:23:00,73.1,72.5,29.30,WSW,256,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 02:28:00,73.1,72.5,29.30,WSW,256,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 02:33:00,73.1,72.5,29.30,WSW,256,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 02:38:00,73.1,72.5,29.30,WSW,256,0.0,1.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 02:43:00,73.1,72.5,29.30,WSW,256,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 02:48:00,73.1,72.5,29.30,WSW,256,0.0,1.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 02:53:00,73.1,72.5,29.30,WSW,256,0.0,1.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 02:58:00,73.1,72.5,29.30,WSW,257,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 03:03:00,73.1,72.5,29.30,West,264,1.0,1.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 03:08:00,73.1,72.5,29.30,West,264,0.0,1.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 03:13:00,73.1,72.5,29.30,West,264,0.0,1.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 03:18:00,73.1,72.5,29.30,West,277,1.0,2.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 03:24:00,73.2,72.6,29.30,WNW,284,0.0,1.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 03:29:00,73.2,72.6,29.30,WNW,284,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 03:34:00,73.2,72.6,29.30,WNW,286,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 03:39:00,73.2,72.6,29.30,WNW,286,0.0,1.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 03:44:00,73.1,72.5,29.30,WNW,286,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 03:49:00,73.1,72.5,29.30,WNW,286,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 03:54:00,73.1,72.5,29.30,WNW,286,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 03:59:00,73.1,72.5,29.30,WNW,286,0.0,1.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 04:04:00,73.1,72.5,29.31,WNW,286,0.0,1.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 04:09:00,73.0,72.4,29.31,WNW,286,0.0,0.0,98,0.00,,-RA,0.02,VWS V14.00,
2010-09-04 04:14:00,73.0,72.1,29.30,WNW,290,0.0,0.0,97,0.00,,-RA,0.02,VWS V14.00,
